##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
400.232577  	54.962967 
400.714785  	46.559015 
401.196993  	62.684946 
401.679201  	98.194961 
402.161409  	101.718606 
402.643617  	81.467921 
403.125824  	77.463895 
403.608032  	63.098324 
404.090240  	63.736579 
404.572448  	78.191060 
405.054656  	146.852379 
405.536864  	469.456783 
406.019072  	343.026397 
406.501280  	109.306131 
406.983488  	45.381901 
407.465696  	51.324506 
407.947904  	62.205216 
408.430112  	74.519065 
408.912320  	169.306305 
409.394527  	91.375371 
409.876735  	31.174591 
410.358943  	49.648715 
410.841151  	206.176067 
411.323359  	27.531866 
411.805567  	31.453563 
412.287775  	186.618934 
412.769983  	99.843045 
413.252191  	115.366505 
413.734399  	99.009788 
414.216607  	64.575658 
414.698815  	90.695111 
415.181023  	73.212543 
415.663230  	77.486979 
416.145438  	88.506249 
416.627646  	89.540151 
417.109854  	64.644403 
417.592062  	75.390326 
418.074270  	152.400661 
418.556478  	162.586713 
419.038686  	113.952913 
419.520894  	262.504197 
420.003102  	66.064353 
420.485310  	100.303188 
420.967518  	66.041178 
421.449726  	64.461036 
421.931933  	65.300441 
422.414141  	44.460375 
422.896349  	40.544505 
423.378557  	64.436932 
423.860765  	103.555739 
424.342973  	105.582052 
424.825181  	120.430819 
425.307389  	100.308726 
425.789597  	87.165228 
426.271805  	143.805655 
426.754013  	133.409062 
427.236221  	77.584243 
427.718429  	71.403518 
428.200637  	72.808870 
428.682844  	85.303832 
429.165052  	76.840000 
429.647260  	101.461547 
430.129468  	117.509568 
430.611676  	98.627552 
431.093884  	87.337100 
431.576092  	83.550774 
432.058300  	101.390385 
432.540508  	84.713510 
433.022716  	86.810012 
433.504924  	112.713534 
433.987132  	105.323818 
434.469340  	94.540202 
434.951547  	99.800339 
435.433755  	126.427153 
435.915963  	104.045218 
436.398171  	79.743239 
436.880379  	88.067770 
437.362587  	115.123348 
437.844795  	117.006220 
438.327003  	84.873705 
438.809211  	85.007240 
439.291419  	125.518851 
439.773627  	120.045668 
440.255835  	79.448198 
440.738043  	81.813627 
441.220250  	85.456845 
441.702458  	103.225267 
442.184666  	125.088433 
442.666874  	118.855481 
443.149082  	139.932089 
443.631290  	200.299067 
444.113498  	127.908250 
444.595706  	94.466864 
445.077914  	103.276018 
445.560122  	97.201048 
446.042330  	82.359164 
446.524538  	79.446638 
447.006746  	100.289531 
447.488953  	112.281229 
447.971161  	98.930640 
448.453369  	82.347679 
448.935577  	87.364247 
449.417785  	93.815516 
449.899993  	104.091420 
450.382201  	101.033109 
450.864409  	93.691584 
451.346617  	88.491269 
451.828825  	81.710775 
452.311033  	85.891674 
452.793241  	108.460371 
453.275449  	133.393309 
453.757656  	127.163186 
454.239864  	101.923555 
454.722072  	98.079369 
455.204280  	106.842733 
455.686488  	99.878857 
456.168696  	85.961146 
456.650904  	87.220435 
457.133112  	95.796127 
457.615320  	112.648286 
458.097528  	116.683477 
458.579736  	99.097771 
459.061944  	96.394852 
459.544152  	87.915166 
460.026359  	86.318382 
460.508567  	90.163246 
460.990775  	92.915900 
461.472983  	92.146213 
461.955191  	107.408620 
462.437399  	100.130046 
462.919607  	89.222477 
463.401815  	88.606617 
463.884023  	89.748145 
464.366231  	97.195239 
464.848439  	98.411891 
465.330647  	99.453440 
465.812855  	92.698838 
466.295063  	83.969175 
466.777270  	87.056151 
467.259478  	92.572730 
467.741686  	108.547144 
468.223894  	106.718619 
468.706102  	100.626663 
469.188310  	102.407083 
469.670518  	102.838363 
470.152726  	102.970673 
470.634934  	105.410271 
471.117142  	100.151359 
471.599350  	92.708962 
472.081558  	93.925967 
472.563766  	80.095975 
473.045973  	91.363974 
473.528181  	102.427868 
474.010389  	93.805221 
474.492597  	99.556173 
474.974805  	99.162624 
475.457013  	93.331933 
475.939221  	106.181880 
476.421429  	115.533725 
476.903637  	101.686006 
477.385845  	99.626140 
477.868053  	106.652691 
478.350261  	108.963760 
478.832469  	105.531242 
479.314676  	99.555472 
479.796884  	97.553566 
480.279092  	105.194754 
480.761300  	113.885363 
481.243508  	108.113781 
481.725716  	97.799496 
482.207924  	97.360995 
482.690132  	105.123757 
483.172340  	110.243478 
483.654548  	101.083651 
484.136756  	101.991687 
484.618964  	119.038109 
485.101172  	101.691725 
485.583379  	99.630818 
486.065587  	102.027473 
486.547795  	100.932227 
487.030003  	104.733097 
487.512211  	108.290928 
487.994419  	124.660576 
488.476627  	118.218608 
488.958835  	101.218735 
489.441043  	98.722759 
489.923251  	101.846294 
490.405459  	103.359307 
490.887667  	105.205328 
491.369875  	106.748595 
491.852082  	108.594394 
492.334290  	102.726122 
492.816498  	99.197913 
493.298706  	93.413532 
493.780914  	98.522689 
494.263122  	108.124615 
494.745330  	109.652436 
495.227538  	106.652273 
495.709746  	98.747668 
496.191954  	103.142395 
496.674162  	107.463872 
497.156370  	102.589981 
497.638578  	90.052387 
498.120785  	84.429397 
498.602993  	93.031169 
499.085201  	105.876542 
499.567409  	110.118873 
500.049617  	98.329613 
500.531825  	100.343358 
501.014033  	96.070592 
501.496241  	93.580296 
501.978449  	104.824213 
502.460657  	89.297327 
502.942865  	96.884211 
503.425073  	101.272271 
503.907281  	85.996836 
504.389489  	81.844835 
504.871696  	83.959060 
505.353904  	91.997929 
505.836112  	98.556338 
506.318320  	94.246569 
506.800528  	90.233314 
507.282736  	96.694181 
507.764944  	94.107433 
508.247152  	87.334991 
508.729360  	100.308343 
509.211568  	95.703429 
509.693776  	85.143545 
510.175984  	84.670880 
510.658192  	85.801593 
511.140399  	100.816381 
511.622607  	108.859531 
